player,nationality,position,squad,age,value,height,foot,league,minutes,goals,assists,cards_yellow,cards_red,assists_per90,xg_per90,xa_per90,shots_total,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,npxg_per_shot,xg_net,passes,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xa_net,passes_into_final_third,passes_into_penalty_area,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribbles_vs,dribble_tackles_pct,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors,touches_def_3rd,touches_att_3rd,touches_att_pen_area,dribbles,dribbles_completed_pct,nutmegs,carry_distance,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goalsm,cards_yellowm,cards_redm,assists_per90m,goals_assists_per90m,xg_per90m,xa_per90m,minutes_90sm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,xg_netm,passes_pctm,passes_pct_shortm,passes_pct_mediumm,passes_pct_longm,xa_netm,crosses_into_penalty_aream,passes_free_kicksm,passes_pressurem,crossesm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,sca_per90m,sca_passes_deadm,sca_dribblesm,gca_passes_deadm,gca_dribblesm,gca_shotsm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribbles_vsm,dribble_tackles_pctm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,interceptionsm,clearancesm,errorsm,touches_def_3rdm,touches_att_3rdm,touches_att_pen_aream,dribblesm,dribbles_completed_pctm,nutmegsm,carry_distancem,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,D,Pts,CL,WinCL,CLBestScorer,passes_progressive_ratio,pens_converted,gca/sca_summarym,tackles_pct,crosses_pen_pct,past_over_vs_dribbles,carry_progressive_distance_pct,games_started_pct,act_vs_exp_goals,act_vs_exp_assists
Douglas Costa,br BRA,FW,Juventus,27.0,38000000.0,172.0,0,Serie A,621.0,1.0,0.0,2.0,1.0,0.0,0.11,0.26,20.0,0.0,30.0,2.9,0.87,0.04,0.3,348.0,77.9,87.4,81.9,58.7,-1.8,20.0,17.0,18.0,2.0,3.0,54.0,16.0,35.0,12.0,0.0,0.0,0.0,52.0,53.0,303.0,35.0,4.0,4.0,2.0,0.0,6.0,8.0,14.0,36.0,5.22,1.0,3.0,2.0,2.0,3.0,0.43,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,11.0,45.5,23.3,28.0,89.0,46.0,6.0,0.0,0.0,7.0,1.0,0.0,49.0,253.0,28.0,60.0,48.3,1.0,3683.0,83.3,14.0,13.0,0.0,13.0,8.0,1.0,0.0,0.0,0.0,46.0,0.0,2.0,0.0,0.001610306,0.003220612,0.001610306,0.0,0.000225443,0.000177134,0.00041868,0.011111111,0.048309179,0.004669887,0.001400966,0.000483092,0.125442834,0.140740741,0.131884058,0.09452496,-0.002898551,0.011272142,0.003220612,0.086956522,0.056360709,0.08373591,0.085346216,0.487922705,0.056360709,0.006441224,0.003220612,0.0,0.009661836,0.012882448,0.022544283,0.008405797,0.001610306,0.004830918,0.0,0.0,0.001610306,0.006441224,0.006441224,0.0,0.017713366,0.073268921,0.037520129,0.045088567,0.14331723,0.074074074,0.009661836,0.0,0.011272142,0.001610306,0.0,0.078904992,0.407407407,0.045088567,0.096618357,0.077777778,0.001610306,5.930756844,0.134138486,0.022544283,0.020933977,0.0,0.020933977,0.012882448,0.001610306,0.0,0.0,0.0,0.074074074,0.0,0.003220612,0.0,6.0,90.0,1.0,0.0,0,0.24632352941176472,0.0,0.014467592593750002,0.8235294117647058,0.19718309859154928,0.5454545454545454,0.5878360032582134,0.4117647058823529,0.8333333333333334,0.0
Juan Cuadrado,co COL,MF,Juventus,30.0,18000000.0,176.0,1,Serie A,1220.0,1.0,2.0,4.0,0.0,0.15,0.09,0.13,16.0,0.0,18.8,1.18,0.22,0.08,-0.2,811.0,84.3,92.1,87.5,69.4,0.2,56.0,32.0,25.0,4.0,2.0,82.0,53.0,47.0,2.0,0.0,0.0,1.0,111.0,143.0,82.0,675.0,24.0,19.0,2.0,2.0,11.0,15.0,17.0,54.0,3.98,0.0,2.0,3.0,3.0,2.0,0.15,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,29.0,20.7,23.5,52.0,75.0,43.0,18.0,2.0,0.0,11.0,7.0,0.0,132.0,437.0,50.0,39.0,59.0,0.0,4481.0,88.2,19.0,19.0,0.0,15.0,39.0,1.0,0.0,0.0,0.0,121.0,10.0,6.0,62.5,0.000819672,0.003278689,0.0,0.000122951,0.000180328,7.38e-05,0.000106557,0.011147541,0.015409836,0.000967213,0.000180328,-0.000163934,0.069098361,0.075491803,0.071721311,0.056885246,0.000163934,0.009836066,0.003278689,0.067213115,0.03852459,0.090983607,0.117213115,0.067213115,0.553278689,0.019672131,0.001639344,0.001639344,0.009016393,0.012295082,0.013934426,0.003262295,0.0,0.001639344,0.0,0.0,0.0,0.005737705,0.008196721,0.004918033,0.023770492,0.016967213,0.019262295,0.042622951,0.06147541,0.035245902,0.014754098,0.001639344,0.009016393,0.005737705,0.0,0.108196721,0.358196721,0.040983607,0.031967213,0.048360656,0.0,3.67295082,0.072295082,0.01557377,0.01557377,0.0,0.012295082,0.031967213,0.000819672,0.0,0.0,0.0,0.099180328,0.008196721,0.004918033,0.051229508,6.0,90.0,1.0,0.0,0,0.25920974450386214,0.0,0.010668544921875,0.5531914893617021,0.25263157894736843,0.7931034482758621,0.6605668377594287,0.7777777777777778,0.5882352941176471,0.8695652173913044
Mattia De Sciglio,it ITA,DF,Juventus,25.0,14000000.0,183.0,1,Serie A,1743.0,0.0,1.0,2.0,0.0,0.05,0.01,0.04,6.0,0.0,0.0,0.31,0.0,0.03,-0.2,1180.0,83.6,88.4,89.0,67.6,0.2,68.0,13.0,161.0,22.0,1.0,211.0,48.0,41.0,1.0,0.0,1.0,0.0,181.0,240.0,155.0,825.0,42.0,138.0,5.0,2.0,18.0,32.0,33.0,33.0,1.7,0.0,2.0,2.0,2.0,3.0,0.15,0.0,0.0,0.0,1.0,0.0,25.0,12.0,6.0,35.0,54.3,32.3,106.0,82.0,35.0,34.0,6.0,0.0,22.0,60.0,0.0,418.0,324.0,18.0,18.0,55.6,0.0,4787.0,93.6,6.0,11.0,0.0,16.0,14.0,2.0,0.0,0.0,0.0,161.0,26.0,14.0,65.0,0.0,0.001147447,0.0,2.87e-05,2.87e-05,5.74e-06,2.29e-05,0.011130235,0.0,0.000177854,0.0,-0.000114745,0.047963282,0.050717154,0.051061388,0.038783706,0.000114745,0.004589788,0.012621916,0.121055651,0.023522662,0.103843947,0.137693632,0.088927137,0.473321859,0.024096386,0.002868617,0.001147447,0.010327022,0.018359151,0.018932874,0.00097533,0.0,0.001147447,0.0,0.0,0.0,0.014343087,0.006884682,0.003442341,0.020080321,0.031153184,0.018531268,0.060814687,0.047045324,0.020080321,0.019506598,0.003442341,0.012621916,0.034423408,0.0,0.239816408,0.185886403,0.010327022,0.010327022,0.031899025,0.0,2.746414228,0.053700516,0.003442341,0.006310958,0.0,0.009179575,0.008032129,0.001147447,0.0,0.0,0.0,0.092369478,0.01491681,0.008032129,0.037292025,6.0,90.0,1.0,0.0,0,0.314698820336152,0.0,0.0048945781093750005,0.735632183908046,0.1927710843373494,0.45714285714285713,0.5341550031334865,0.8636363636363636,0.0,0.7692307692307692
Paulo Dybala,ar ARG,FW,Juventus,24.0,85000000.0,177.0,0,Serie A,2137.0,5.0,4.0,2.0,0.0,0.17,0.23,0.14,64.0,4.0,31.3,2.7,0.84,0.07,-0.4,1282.0,84.2,90.4,89.5,72.7,0.7,100.0,35.0,139.0,26.0,3.0,198.0,96.0,42.0,57.0,0.0,2.0,0.0,180.0,217.0,1093.0,140.0,16.0,20.0,8.0,8.0,5.0,22.0,35.0,104.0,4.38,19.0,14.0,3.0,6.0,11.0,0.46,0.0,1.0,1.0,2.0,0.0,5.0,6.0,5.0,22.0,9.1,20.6,50.0,210.0,173.0,30.0,2.0,0.0,15.0,0.0,0.0,149.0,742.0,87.0,106.0,50.9,4.0,7833.0,82.4,58.0,37.0,0.0,18.0,66.0,5.0,2.0,0.0,0.0,146.0,5.0,11.0,31.3,0.002339729,0.000935891,0.0,7.96e-05,0.000177819,0.000107628,6.55e-05,0.011090314,0.014646701,0.001263453,0.000393074,-0.000187178,0.039401029,0.042302293,0.041881142,0.034019654,0.000327562,0.001871783,0.012166589,0.092653252,0.01965372,0.084230229,0.101544221,0.51146467,0.065512401,0.007487131,0.003743566,0.003743566,0.002339729,0.010294806,0.0163781,0.002049602,0.008890969,0.00655124,0.0,0.000467946,0.000467946,0.002339729,0.002807674,0.002339729,0.010294806,0.004258306,0.009639682,0.023397286,0.098268601,0.080954609,0.014038372,0.000935891,0.007019186,0.0,0.0,0.069723912,0.347215723,0.040711277,0.049602246,0.023818437,0.001871783,3.665418811,0.038558727,0.027140852,0.017313992,0.0,0.008423023,0.030884417,0.002339729,0.000935891,0.0,0.0,0.068320075,0.002339729,0.005147403,0.014646701,6.0,90.0,1.0,0.0,0,0.19205359205359204,1.0,0.011603591437500001,0.7272727272727273,0.09411764705882353,0.9090909090909091,0.4695518958253543,0.8,0.847457627118644,1.0526315789473684
Grigoris Kastanos,cy CYP,MF,Juventus,20.0,400000.0,179.0,0,Serie A,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,100.0,77.8,100.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,37.5,6.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,12.0,1.0,1.0,100.0,0.0,78.0,94.7,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011666667,0.0,0.0,0.0,0.0,1.416666667,1.666666667,1.296666667,1.666666667,0.0,0.0,0.016666667,0.083333333,0.0,0.083333333,0.0,0.266666667,0.033333333,0.033333333,0.0,0.0,0.0,0.0,0.016666667,0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.625,0.1,0.033333333,0.0,0.016666667,0.016666667,0.033333333,0.0,0.0,0.083333333,0.2,0.016666667,0.016666667,1.666666667,0.0,1.3,1.578333333,0.016666667,0.016666667,0.0,0.016666667,0.033333333,0.0,0.0,0.0,0.0,0.05,0.0,0.016666667,0.0,6.0,90.0,1.0,0.0,0,0.1366906474820144,0.0,0.003906250078125,0.2857142857142857,0.0,0.0,0.5,1.0,0.0,0.0
Moise Kean,it ITA,FW,Juventus,18.0,40000000.0,183.0,1,Serie A,541.0,6.0,0.0,2.0,0.0,0.0,0.56,0.04,19.0,0.0,52.6,3.16,1.66,0.18,2.6,91.0,81.3,81.5,85.2,85.7,-0.2,0.0,1.0,3.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,69.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,7.0,1.16,0.0,0.0,1.0,1.0,2.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.5,5.0,23.0,37.0,4.0,2.0,0.0,3.0,2.0,0.0,20.0,107.0,40.0,28.0,32.1,1.0,1114.0,49.1,18.0,13.0,0.0,9.0,6.0,3.0,1.0,0.0,0.0,27.0,4.0,3.0,57.1,0.011090573,0.003696858,0.0,0.0,0.001848429,0.00103512,7.39e-05,0.011090573,0.097227357,0.005841035,0.003068392,0.004805915,0.150277264,0.15064695,0.157486137,0.158410351,-0.000369686,0.0,0.0,0.033271719,0.001848429,0.022181146,0.022181146,0.022181146,0.12754159,0.005545287,0.005545287,0.0,0.0,0.007393715,0.005545287,0.002144177,0.0,0.0,0.0,0.0,0.0,0.0,0.001848429,0.0,0.001848429,0.0,0.034195933,0.009242144,0.042513863,0.068391867,0.007393715,0.003696858,0.005545287,0.003696858,0.0,0.036968577,0.197781885,0.073937153,0.051756007,0.059334566,0.001848429,2.059149723,0.090757856,0.033271719,0.024029575,0.0,0.01663586,0.011090573,0.005545287,0.001848429,0.0,0.0,0.049907579,0.007393715,0.005545287,0.105545287,6.0,90.0,1.0,0.0,0,0.09283819628647215,0.0,0.003927911390625,0.6666666666666666,0.0,1.0,0.4856373429084381,0.38461538461538464,1.5384615384615385,0.0
Sami Khedira,de GER,MF,Juventus,31.0,7000000.0,189.0,1,Serie A,706.0,2.0,1.0,0.0,0.0,0.13,0.21,0.02,18.0,0.0,27.8,2.29,0.64,0.09,0.3,359.0,85.2,91.7,90.7,60.5,0.8,18.0,4.0,8.0,4.0,0.0,53.0,3.0,10.0,0.0,0.0,0.0,0.0,45.0,35.0,40.0,300.0,10.0,4.0,1.0,2.0,3.0,2.0,8.0,11.0,1.4,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,11.0,54.5,30.4,31.0,70.0,37.0,8.0,3.0,0.0,5.0,4.0,0.0,70.0,119.0,31.0,2.0,100.0,1.0,1306.0,88.1,6.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,58.0,5.0,1.0,83.3,0.002832861,0.0,0.0,0.000184136,0.000538244,0.00029745,2.83e-05,0.011048159,0.039376771,0.003243626,0.000906516,0.000424929,0.120679887,0.129886686,0.128470255,0.085694051,0.001133144,0.001416431,0.005665722,0.075070822,0.014164306,0.063739377,0.049575071,0.056657224,0.424929178,0.014164306,0.001416431,0.002832861,0.004249292,0.002832861,0.011331445,0.001983003,0.0,0.0,0.0,0.0,0.0,0.011331445,0.004249292,0.002832861,0.015580737,0.077195467,0.04305949,0.043909348,0.099150142,0.052407932,0.011331445,0.004249292,0.007082153,0.005665722,0.0,0.099150142,0.168555241,0.043909348,0.002832861,0.141643059,0.001416431,1.849858357,0.124787535,0.008498584,0.004249292,0.0,0.007082153,0.007082153,0.0,0.0,0.0,0.0,0.082152975,0.007082153,0.001416431,0.117988669,6.0,90.0,1.0,0.0,0,0.18762356662712534,0.0,0.00420502859375,0.5925925925925926,0.09523809523809523,0.45454545454545453,0.4326186830015314,0.8,0.9090909090909091,1.4285714285714286
Blaise Matuidi,fr FRA,MF,Juventus,31.0,22000000.0,175.0,0,Serie A,2418.0,3.0,2.0,5.0,0.0,0.07,0.06,0.05,17.0,0.0,35.3,0.63,0.22,0.09,1.4,1267.0,86.7,90.1,89.1,74.8,0.6,115.0,11.0,29.0,15.0,3.0,198.0,20.0,33.0,0.0,0.0,0.0,0.0,113.0,130.0,1057.0,145.0,31.0,12.0,5.0,4.0,12.0,27.0,21.0,52.0,1.94,0.0,0.0,1.0,5.0,6.0,0.22,0.0,0.0,1.0,1.0,0.0,20.0,22.0,12.0,53.0,39.6,27.5,201.0,264.0,132.0,45.0,10.0,0.0,30.0,16.0,0.0,259.0,399.0,67.0,34.0,58.8,1.0,4881.0,83.9,36.0,29.0,0.0,34.0,25.0,7.0,0.0,0.0,0.0,194.0,18.0,29.0,38.3,0.001240695,0.002067825,0.0,2.89e-05,7.86e-05,2.48e-05,2.07e-05,0.011124897,0.014598842,0.000260546,9.1e-05,0.000578991,0.035856079,0.0372622,0.036848635,0.030934657,0.000248139,0.00082713,0.006203474,0.081885856,0.013647643,0.046732837,0.053763441,0.437138131,0.059966915,0.012820513,0.002067825,0.00165426,0.004962779,0.011166253,0.008684864,0.000802316,0.0,0.0,0.0,0.0,0.000413565,0.008271299,0.009098428,0.004962779,0.021918941,0.016377171,0.011373036,0.083126551,0.109181141,0.054590571,0.018610422,0.004135649,0.012406948,0.006617039,0.0,0.107113317,0.165012407,0.02770885,0.014061208,0.024317618,0.000413565,2.018610422,0.034698098,0.014888337,0.011993383,0.0,0.014061208,0.010339123,0.002894955,0.0,0.0,0.0,0.080231596,0.007444169,0.011993383,0.015839537,6.0,90.0,1.0,0.0,0,0.2564950401511573,0.0,0.005809295015625,0.7155963302752294,0.05970149253731343,0.6037735849056604,0.40811309157959436,0.9354838709677419,1.4285714285714286,1.0526315789473684
Stephy Mavididi,eng ENG,FW,Juventus,20.0,550000.0,183.0,1,Serie A,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.7,100.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,50.0,0.0,61.0,66.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009090909,0.0,0.0,0.0,0.0,3.031818182,4.545454545,3.031818182,0.0,0.0,0.0,0.0,0.136363636,0.045454545,0.0,0.045454545,0.090909091,0.181818182,0.0,0.0,0.0,0.045454545,0.0,0.0,0.185909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727273,0.0,0.0,0.090909091,0.045454545,0.0,0.0,0.0,0.0,0.0,0.454545455,0.136363636,0.090909091,2.272727273,0.0,2.772727273,3.031818182,0.090909091,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545,0.0,6.0,90.0,1.0,0.0,0,0.0,0.0,0.010653408984375,0.0,0.0,0.0,0.13114754098360656,0.0,0.0,0.0
Hans Nicolussi Caviglia,it ITA,MF,Juventus,18.0,500000.0,180.0,1,Serie A,57.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0,100.0,1.58,1.58,0.02,0.0,30.0,83.3,100.0,86.7,66.7,0.0,7.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,7.0,4.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.6,4.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,13.0,2.0,2.0,0.0,0.0,153.0,83.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.000526316,0.0,0.010526316,1.754385965,0.027719298,0.027719298,0.0,1.461403509,1.754385965,1.521052632,1.170175439,0.0,0.0,0.0,0.052631579,0.0,0.070175439,0.122807018,0.070175439,0.421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01754386,0.0,0.01754386,0.0,0.501754386,0.070175439,0.122807018,0.052631579,0.035087719,0.01754386,0.0,0.0,0.0,0.087719298,0.228070175,0.035087719,0.035087719,0.0,0.0,2.684210526,1.461403509,0.01754386,0.01754386,0.0,0.01754386,0.0,0.0,0.0,0.0,0.0,0.087719298,0.01754386,0.0,1.754385965,6.0,90.0,1.0,0.0,0,0.2448,0.0,0.0,0.6666666666666666,0.0,1.0,0.5359477124183006,0.0,0.0,0.0
Manolo Portanova,it ITA,MF,Juventus,18.0,800000.0,183.0,1,Serie A,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,85.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.4,4.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,50.0,1.0,77.0,81.8,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.03030303,0.0,0.0,0.0,0.0,0.0,0.012121212,0.0,0.0,0.0,0.0,1.818181818,0.0,2.596969697,0.0,0.0,0.0,0.0,0.03030303,0.03030303,0.060606061,0.0,0.0,0.272727273,0.03030303,0.0,0.03030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03030303,0.0,0.03030303,0.0,1.103030303,0.121212121,0.181818182,0.03030303,0.060606061,0.0,0.060606061,0.03030303,0.0,0.121212121,0.090909091,0.03030303,0.060606061,1.515151515,0.03030303,2.333333333,2.478787879,0.0,0.060606061,0.0,0.03030303,0.0,0.0,0.0,0.0,0.0,0.060606061,0.0,0.03030303,0.0,6.0,90.0,1.0,0.0,0,0.21804511278195488,0.0,0.0,0.6666666666666666,0.0,1.0,0.5714285714285714,0.0,0.0,0.0
Cristiano Ronaldo,pt POR,FW,Juventus,33.0,90000000.0,187.0,both,Serie A,2688.0,21.0,8.0,3.0,0.0,0.27,0.76,0.13,170.0,17.0,36.5,5.69,2.08,0.11,-1.8,1137.0,82.2,88.1,84.4,68.6,4.2,51.0,40.0,49.0,12.0,5.0,260.0,24.0,59.0,3.0,0.0,0.0,0.0,128.0,129.0,172.0,887.0,29.0,26.0,12.0,2.0,9.0,28.0,31.0,135.0,4.52,2.0,8.0,19.0,16.0,15.0,0.5,0.0,1.0,4.0,1.0,0.0,4.0,4.0,2.0,12.0,33.3,22.8,27.0,110.0,144.0,9.0,3.0,0.0,9.0,29.0,0.0,85.0,982.0,220.0,97.0,52.6,2.0,9530.0,71.4,62.0,39.0,0.0,20.0,50.0,28.0,0.0,0.0,0.0,115.0,23.0,32.0,41.8,0.0078125,0.001116071,0.0,0.000100446,0.000360863,0.000282738,4.84e-05,0.011123512,0.013578869,0.002116815,0.00077381,-0.000669643,0.030580357,0.032775298,0.03139881,0.025520833,0.0015625,0.00483631,0.004464286,0.09672619,0.021949405,0.047619048,0.047991071,0.063988095,0.329985119,0.01078869,0.004464286,0.000744048,0.003348214,0.010416667,0.011532738,0.001681548,0.000744048,0.00297619,0.0,0.000372024,0.001488095,0.001488095,0.001488095,0.000744048,0.004464286,0.012388393,0.008482143,0.010044643,0.040922619,0.053571429,0.003348214,0.001116071,0.003348214,0.01078869,0.0,0.031622024,0.365327381,0.081845238,0.03608631,0.019568452,0.000744048,3.545386905,0.0265625,0.023065476,0.014508929,0.0,0.007440476,0.01860119,0.010416667,0.0,0.0,0.0,0.042782738,0.008556548,0.011904762,0.015550595,6.0,90.0,1.0,0.0,0,0.17705583756345178,0.8333333333333334,0.01286969846875,0.7619047619047619,0.2184873949579832,0.6666666666666666,0.6415529905561385,0.967741935483871,0.9012875536480687,1.8604651162790697
Daniele Rugani,it ITA,DF,Juventus,24.0,22000000.0,190.0,1,Serie A,1350.0,2.0,0.0,3.0,0.0,0.0,0.07,0.0,9.0,0.0,22.2,0.6,0.13,0.12,0.9,781.0,90.3,96.6,92.8,71.7,0.0,35.0,1.0,16.0,16.0,0.0,109.0,17.0,0.0,0.0,0.0,0.0,0.0,59.0,99.0,91.0,624.0,39.0,0.0,2.0,1.0,9.0,5.0,1.0,4.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,37.5,29.6,58.0,33.0,7.0,19.0,15.0,1.0,9.0,69.0,2.0,442.0,25.0,9.0,2.0,50.0,0.0,3267.0,99.1,1.0,3.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,151.0,44.0,8.0,84.6,0.001481481,0.002222222,0.0,0.0,9.63e-05,5.19e-05,0.0,0.011111111,0.016444444,0.000444444,9.63e-05,0.000666667,0.066888889,0.071555556,0.068740741,0.053111111,0.0,0.0,0.011851852,0.080740741,0.0,0.043703704,0.073333333,0.067407407,0.462222222,0.028888889,0.001481481,0.000740741,0.006666667,0.003703704,0.000740741,0.0002,0.0,0.0,0.0,0.0,0.0,0.003703704,0.002962963,0.0,0.005925926,0.027777778,0.021925926,0.042962963,0.024444444,0.005185185,0.014074074,0.011111111,0.006666667,0.051111111,0.001481481,0.327407407,0.018518519,0.006666667,0.001481481,0.037037037,0.0,2.42,0.073407407,0.000740741,0.002222222,0.0,0.021481481,0.003703704,0.0,0.0,0.0,0.0,0.111851852,0.032592593,0.005925926,0.062666667,6.0,90.0,1.0,0.0,0,0.3104738154613466,0.0,0.000694444453125,0.7368421052631579,0.0,0.625,0.49127640036730946,1.0,1.25,0.0
Alex Sandro,br BRA,DF,Juventus,27.0,45000000.0,181.0,0,Serie A,2387.0,1.0,2.0,7.0,0.0,0.08,0.07,0.13,21.0,0.0,38.1,0.79,0.3,0.09,-0.8,1911.0,80.6,90.6,84.6,58.2,-1.3,106.0,42.0,206.0,23.0,3.0,291.0,61.0,91.0,0.0,0.0,0.0,0.0,306.0,345.0,1500.0,123.0,66.0,183.0,7.0,12.0,29.0,37.0,59.0,68.0,2.56,1.0,1.0,1.0,2.0,7.0,0.26,0.0,0.0,0.0,0.0,1.0,29.0,27.0,6.0,44.0,34.1,27.5,148.0,149.0,67.0,53.0,10.0,2.0,28.0,53.0,0.0,543.0,738.0,64.0,61.0,55.7,1.0,9465.0,94.5,28.0,34.0,0.0,49.0,50.0,2.0,0.0,1.0,0.0,250.0,43.0,32.0,57.3,0.000418936,0.002932551,0.0,3.35e-05,4.61e-05,2.93e-05,5.45e-05,0.011101801,0.015961458,0.000330959,0.000125681,-0.000335149,0.033766234,0.037955593,0.035441977,0.02438207,-0.000544617,0.006284039,0.009635526,0.121910348,0.038123167,0.128194386,0.144532886,0.628403854,0.051529116,0.02764977,0.002932551,0.005027231,0.012149141,0.015500628,0.024717218,0.001072476,0.000418936,0.000418936,0.0,0.0,0.0,0.012149141,0.011311269,0.002513615,0.01843318,0.014285714,0.011520737,0.062002514,0.06242145,0.028068705,0.022203603,0.004189359,0.011730205,0.022203603,0.0,0.227482195,0.309174696,0.026811898,0.02555509,0.02333473,0.000418936,3.96522832,0.039589443,0.011730205,0.014243821,0.0,0.020527859,0.020946795,0.000837872,0.0,0.000418936,0.0,0.104733976,0.018014244,0.013405949,0.024005027,6.0,90.0,1.0,0.0,0,0.3269837928857083,0.0,0.007560483843749999,0.656,0.16393442622950818,0.6590909090909091,0.6052826201796091,0.9032258064516129,0.4347826086956522,0.5263157894736842
